,z_y_1_iteration,z_y_2_iteration,z_y_3_iteration,z_y_4_iteration,z_y_5_iteration,z_y_6_iteration,z_y_7_iteration,z_y_8_iteration,z_y_9_iteration,z_y_10_iteration,z_y_11_iteration,z_y_12_iteration,z_y_13_iteration,z_y_14_iteration,z_y_15_iteration,z_y_16_iteration,z_y_17_iteration,z_y_18_iteration,z_y_19_iteration,z_y_20_iteration,z_y_21_iteration,z_y_22_iteration,z_y_23_iteration,z_y_24_iteration,z_y_25_iteration,z_y_26_iteration,z_y_27_iteration,z_y_28_iteration,z_y_29_iteration,z_y_30_iteration,z_y_31_iteration,z_y_32_iteration,z_y_33_iteration,z_y_34_iteration,z_y_35_iteration,z_y_36_iteration,z_y_37_iteration,z_y_38_iteration,z_y_39_iteration,z_y_40_iteration,z_y_41_iteration,z_y_42_iteration,z_y_43_iteration,z_y_44_iteration,z_y_45_iteration,z_y_46_iteration,z_y_47_iteration,z_y_48_iteration,z_y_49_iteration,z_y_50_iteration
0,2,0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,0,2,1,2,1,1,1,0,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,1,2,0,2,2,2,1,2,2,1
1,2,0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,0,2,1,2,1,1,1,0,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,1,2,0,2,2,2,1,2,2,1
2,2,0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,0,2,1,2,1,1,1,0,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,1,2,0,2,2,2,1,2,2,1
3,2,0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,0,2,1,2,1,1,1,0,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,1,2,0,2,2,2,1,2,2,1
4,2,0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,0,2,1,2,1,1,1,0,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,1,2,0,2,2,2,1,2,2,1
5,2,0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,0,2,1,2,1,1,1,0,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,1,2,0,2,2,2,1,2,2,1
6,2,0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,0,2,1,2,1,1,1,0,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,1,2,0,2,2,2,1,2,2,1
7,2,0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,0,2,1,2,1,1,1,0,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,1,2,0,2,2,2,1,2,2,1
8,2,0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,0,2,1,2,1,1,1,0,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,1,2,0,2,2,2,1,2,2,1
9,2,0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,0,2,1,2,1,1,1,0,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,1,2,0,2,2,2,1,2,2,1
10,2,0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,0,2,1,2,1,1,1,0,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,1,2,0,2,2,2,1,2,2,1
11,2,0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,0,2,1,2,1,1,1,0,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,1,2,0,2,2,2,1,2,2,1
12,2,0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,0,2,1,2,1,1,1,0,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,1,2,0,2,2,2,1,2,2,1
13,2,0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,0,2,1,2,1,1,1,0,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,1,2,0,2,2,2,1,2,2,1
14,2,0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,0,2,1,2,1,1,1,0,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,1,2,0,2,2,2,1,2,2,1
15,2,0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,0,2,1,2,1,1,1,0,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,1,2,0,2,2,2,1,2,2,1
16,2,0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,0,2,1,2,1,1,1,0,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,1,2,0,2,2,2,1,2,2,1
17,2,0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,0,2,1,2,1,1,1,0,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,1,2,0,2,2,2,1,2,2,1
18,2,0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,0,2,1,2,1,1,1,0,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,1,2,0,2,2,2,1,2,2,1
19,2,0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,0,2,1,2,1,1,1,0,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,1,2,0,2,2,2,1,2,2,1
20,2,0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,0,2,1,2,1,1,1,0,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,1,2,0,2,2,2,1,2,2,1
21,2,0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,0,2,1,2,1,1,1,0,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,1,2,0,2,2,2,1,2,2,1
22,2,0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,0,2,1,2,1,1,1,0,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,1,2,0,2,2,2,1,2,2,1
23,2,0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,0,2,1,2,1,1,1,0,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,1,2,0,2,2,2,1,2,2,1
24,2,0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,0,2,1,2,1,1,1,0,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,1,2,0,2,2,2,1,2,2,1
25,2,0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,0,2,1,2,1,1,1,0,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,1,2,0,2,2,2,1,2,2,1
26,2,0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,0,2,1,2,1,1,1,0,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,1,2,0,2,2,2,1,2,2,1
27,2,0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,0,2,1,2,1,1,1,0,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,1,2,0,2,2,2,1,2,2,1
28,2,0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,0,2,1,2,1,1,1,0,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,1,2,0,2,2,2,1,2,2,1
29,2,0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,0,2,1,2,1,1,1,0,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,1,2,0,2,2,2,1,2,2,1
30,2,0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,0,2,1,2,1,1,1,0,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,1,2,0,2,2,2,1,2,2,1
31,2,0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,0,2,1,2,1,1,1,0,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,1,2,0,2,2,2,1,2,2,1
32,2,0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,0,2,1,2,1,1,1,0,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,1,2,0,2,2,2,1,2,2,1
33,2,0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,0,2,1,2,1,1,1,0,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,1,2,0,2,2,2,1,2,2,1
34,2,0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,0,2,1,2,1,1,1,0,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,1,2,0,2,2,2,1,2,2,1
35,2,0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,0,2,1,2,1,1,1,0,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,1,2,0,2,2,2,1,2,2,1
36,2,0,2,2,2,2,1,1,2,2,2,2,2,2,2,2,0,2,1,2,1,1,1,0,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2,2,1,2,0,2,2,2,1,2,2,1
