,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,Z,C,y,true_sf
0,-8.022835185308637,-7.683243886724806,-6.584847838473616,-6.21461081102113,-6.190320219801078,-7.588234777216943,-6.114792398732059,-6.675756109971824,-6.201843225090433,-6.396443659028992,-6.9502888701251715,-7.241121975631611,-7.6079305813888976,-6.258859958853471,-7.644125589105735,-6.443814322792507,-6.58129468734352,-7.828000185583654,-6.988075195204245,-6.226403000906008,-6.548561951776681,-6.126005366150893,-6.397007632763973,-7.516034128050835,-6.1486459179467365,-7.1264285693481195,-6.36644260997669,-8.080797608357878,-7.734833361122481,-6.384557758814103,-7.30609036264987,-7.442636425683358,-7.5395633962426,-8.004384079322048,-6.300724953455322,-6.9491116034133285,-6.729184486985411,-6.287695544794902,-6.785643153332115,-7.926304158344659,-7.402537747779643,-6.2865779280770155,-6.2809800327130345,-7.148681644417825,-6.515655560386613,-6.185130770968073,-6.901215277115777,-7.6662063829401985,-7.387122212493675,-6.773763881576977,0.0,0.0,3210.9404217113215,0.8672325542866174
1,-8.062316832639812,-7.63834781603088,-6.895249789377213,-6.156188926272878,-6.50948495438735,-7.382266097595682,-6.36921362854379,-6.967739817887715,-6.181843586811866,-6.220012210074243,-7.1262998852933634,-7.424096984704717,-7.525983059538148,-6.538809632036043,-7.690409555134598,-6.186833486424692,-6.460108283047719,-7.995393490075205,-7.277883260823647,-6.282611812623781,-6.292169742394878,-5.904394545290276,-6.535076237865788,-7.519805744684216,-6.056557314962824,-7.5773263088554375,-6.079375090320554,-7.8948489616660575,-7.890777628827815,-6.928396265418566,-7.346159329231804,-7.691006863635794,-7.6739997107311915,-7.545278694396444,-6.052011341077438,-7.124987886325007,-6.871024485848394,-5.967127188420205,-6.48707290941272,-7.5032477511960485,-7.58494867128345,-6.418062997934081,-6.241213883357307,-7.18181593888129,-6.734954746946085,-6.180195919504589,-7.105568978347942,-7.482394420556039,-7.300572721301877,-6.920234310076,0.0,0.0,3335.8932642617388,0.847107169565001
2,-7.807416429288514,-7.485018162631239,-6.7559205773923034,-6.524384010980387,-6.543362655104437,-7.569412278672479,-5.944972362935543,-6.864522475874512,-6.139861440781499,-6.271000524537892,-7.142133892656713,-7.3662146317747865,-7.4355985831562,-6.480898630055154,-7.9037777655185355,-6.452828866404782,-6.656946105494528,-7.856884098941891,-7.167298716735385,-6.1918787649058515,-6.527680824560043,-6.103109736356638,-6.210726440601005,-7.526838746192518,-6.339287703749721,-7.464663858264631,-6.046386190376616,-7.72540464518397,-7.3431374130246345,-6.606909048382492,-7.4668369236741166,-7.500482491846394,-7.460266017781117,-8.030510352929863,-6.619743557928062,-6.773339017351278,-6.614110207281912,-6.027127862375218,-6.808573888633531,-7.558010651473117,-7.74959399594913,-6.418859140092272,-5.97703012304034,-7.435143272135493,-6.828429073409456,-6.045368723735103,-6.908029569310895,-7.637535232749428,-7.685540871581746,-6.7561380715770625,0.0,0.0,3141.7053217088974,0.9468062520319588
3,-7.55906606232247,-7.471675304791189,-6.612969837168998,-6.518258738016603,-6.584644595841566,-7.773309817745331,-6.430030668597289,-6.616278538469378,-6.3627079155900645,-6.457564079350405,-7.052477239181065,-7.044135304509353,-7.697575694540589,-6.861164472599959,-7.4556961771386785,-6.4873995374046025,-6.662143046456255,-7.6674981523117385,-7.425753394763118,-6.210142641323858,-6.331876050576979,-6.150272614700622,-5.958934372255217,-7.556048823454372,-6.077599089201767,-7.45169277429085,-6.156636274782497,-7.972787012613242,-7.512382295051983,-6.642811177660894,-7.110398422046579,-7.492195517779643,-7.638373102881239,-7.639287459593826,-6.683997815376897,-7.073922344697765,-6.663939072731063,-6.405071539254572,-6.733993535012346,-7.8675654513681055,-7.783341153021117,-6.1534919202029865,-6.345246149540263,-7.284684996362002,-6.46261899274608,-6.067015786550381,-6.886837900154208,-8.000194226199726,-7.646875198986066,-6.752080178112184,0.0,0.0,3220.944189954937,0.9316203178031205
4,-7.812870647945713,-7.74735916986207,-6.641533875307686,-6.741654148046193,-6.894709525794321,-7.224012965050986,-5.9083981641174255,-6.984417615313245,-6.375315563522463,-6.645574247756325,-6.854141563895424,-7.09472286842026,-7.646305531161742,-6.525176008485136,-7.484942332175798,-6.603868407746037,-6.661804768086624,-7.457843822826434,-7.150867257055524,-6.550271647478083,-6.3902000050069,-6.060715431059744,-6.276713300895323,-7.754415532486164,-5.9640329887017804,-7.5717762742701495,-6.5072175542378545,-8.210881011704238,-7.467558593420479,-6.363366081187944,-7.1575782249293844,-7.356993453673894,-7.314211714035218,-7.986538374787908,-6.3900380314863945,-6.989378051796552,-6.344375430516078,-6.237795922616192,-6.722457702306355,-7.598842637880466,-7.52996637818016,-6.7002802006194555,-6.252925033525308,-7.441078158597809,-6.523320652091364,-5.998460609859614,-7.239326904830071,-7.798598411815464,-7.20512224913934,-6.581929382997977,0.0,0.0,3240.376391608661,0.8978971334634276
5,-7.910601568051233,-7.300059185428978,-6.605244767759125,-6.214491275398306,-6.332910967293923,-7.765624783865663,-5.979380824935493,-6.934979304615167,-6.655345151126184,-6.17261927350194,-7.181558320072458,-7.551815234293364,-7.403358665546895,-6.563749075838031,-7.616937304740823,-6.214041324670034,-6.527328954262875,-7.952913213079934,-7.111308860317263,-6.4856077829877865,-6.345332649655136,-6.2722102560438335,-6.507277425251843,-7.18877558723225,-6.005940573126079,-7.493727058916541,-6.123675724622697,-7.739088264115547,-7.381609715491637,-6.546434714977557,-7.297898488775374,-7.729517408988114,-7.727580578468646,-7.686038612265416,-6.317733755430621,-6.940436465468132,-6.584324045861833,-6.311631129817517,-6.988507578171263,-8.107951303464494,-7.695606712085603,-6.362509378913642,-6.174430692778636,-7.343715298451286,-6.6045280861016495,-6.378364170701196,-6.965654398023973,-7.818622919066364,-7.374464872891905,-6.836170310971494,0.0,0.0,3235.436803272103,0.923312431069038
6,-7.703583894069054,-7.640103631963057,-6.567436162430928,-6.435125022188959,-6.4915064991566265,-7.568770997832993,-6.501435223994807,-6.716933899308819,-6.387416852011054,-6.216048528313541,-7.077872796067683,-7.216871699978783,-7.5992066233063795,-6.596582333550781,-7.8413969992996,-6.3973641960407,-6.71798451382913,-7.904187089794934,-6.863827360445753,-6.2909098017035,-6.799492002982612,-5.980905959115572,-6.422777694489435,-7.333806324809163,-6.33184550597344,-7.4011106838730845,-6.283556201718801,-7.759026558727717,-7.5142623460134,-6.63584210667292,-7.5376595742595285,-7.4967107975981655,-7.450554380013175,-7.832511094055295,-6.212865074478508,-7.084138739861693,-6.616851194211522,-6.364945915337322,-6.835878144458292,-7.886364067168539,-7.4814473080306465,-6.334975385720962,-5.814183462640402,-7.4550374669245985,-6.421999187908832,-6.268634443887049,-7.04454577881205,-7.549890050402262,-7.535933956760678,-6.607340785905519,0.0,0.0,3095.3795326882514,0.9649391514771525
7,-7.99709422237998,-7.392009068943295,-7.145765620985897,-6.651800934131911,-6.187786361406504,-7.611826476597769,-5.960704413963667,-6.667229084556828,-6.3717939310798215,-6.437269186065695,-7.236112136434713,-7.20630529124503,-7.511376421064583,-6.019209451885926,-7.710971041505017,-6.633268104129799,-6.674961593504751,-7.947361730421912,-7.115066914796871,-5.836439801426023,-6.597660532037567,-6.339333006387539,-6.2682222832361125,-7.476143768706566,-6.23744191451053,-7.529978821799344,-6.133695696540368,-7.911607007917543,-7.522528487742913,-6.593612476700191,-7.584130070723523,-7.456368709621095,-7.7225069522954986,-7.765510287303064,-6.552058731863916,-6.612650985631677,-6.511233900074833,-6.200680567224747,-6.797852236162569,-7.8759449108161075,-7.832110668055888,-6.311306287779056,-6.433377706971266,-6.998943805358059,-6.504632221750143,-6.210791440474895,-7.2509891454651685,-7.58262295152789,-7.719500053111166,-6.6041982836331465,0.0,0.0,3172.0727984227633,0.954087494576582
8,-8.060979110963352,-7.8238567703591855,-6.480524537284619,-6.449929513549995,-6.632224354849014,-7.362709605358558,-6.218370896659307,-6.664579331157744,-6.246217999469581,-6.072207077566857,-6.978560806745882,-7.12309740164447,-7.556180351192769,-6.579784458023298,-8.00839997620604,-6.4678469729299035,-6.485399197279083,-7.781199339847749,-6.923316665553132,-6.118700581537044,-6.536934135150215,-5.981620568002074,-6.296066130027237,-7.4173154294041135,-6.106647872109834,-7.602645601512739,-6.39051593055197,-7.795977533728775,-7.372988093321319,-6.499115368664763,-7.486929922191148,-7.320005211216199,-7.4614344812347,-8.030823452072784,-6.616563175878011,-6.8014217177024605,-6.780559116575106,-6.0450270144737175,-6.5772517499315315,-7.790722387625685,-7.452749251121914,-6.741843156544505,-6.023259098069111,-7.294181290950612,-6.438712816203885,-6.305515130201723,-6.823411009543344,-7.707761453663913,-7.336914364276464,-6.822299506234487,0.0,0.0,2908.3509460255987,0.9868626831742687
9,-7.525214687493904,-7.846952997993615,-6.737280902497179,-6.3960475112224735,-6.549932336476983,-7.623327052723167,-6.384471865488619,-6.4593685559728415,-6.246213156715333,-6.265254230121913,-7.0104462313188085,-7.132361761213718,-7.457316908450423,-6.229506505753195,-7.625369217900834,-6.431148034045502,-6.6730503306416145,-7.679137977708445,-6.9737380345303634,-6.358871540908934,-6.6632884438288515,-6.2978392098213405,-6.404483363346151,-7.5045054250869265,-6.089990341672573,-7.281870600465494,-6.0792986479291935,-8.153633909111639,-7.663409345965448,-6.415811443221725,-7.144883947718297,-7.653370241652165,-7.617073573662587,-8.025450026725597,-6.2499347441233155,-6.898304985667412,-6.469365484081427,-6.31935826411451,-6.737401275221267,-8.078844307901768,-7.814610702207358,-6.372105242594968,-5.9690619732847505,-7.13001030565836,-6.362845333580169,-6.502266901385013,-6.958311191011477,-7.695220144480306,-7.688902319287298,-6.899195706868164,0.0,0.0,3355.783840690888,0.8156635471314001
