,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,Z,C,y,true_sf
0,-7.735886467565973,-7.5352375422152225,-6.443247468850311,-6.5966623794949975,-6.679052816384893,-7.561879246523918,-6.28822817562476,-6.864675903804373,-6.082054355239852,-6.389733638345591,-7.065398107834311,-6.999406159517889,-7.792192654994805,-6.574523626354376,-7.898076662575051,-6.363818833482171,-6.5212322605171815,-8.06209750147888,-7.128042722917814,-5.953357301873445,-6.666885491847629,-6.212210228921054,-6.5787580196014135,-7.522870459335763,-6.310688407290478,-7.369930888778809,-6.199703801941561,-7.686248260514809,-7.694616552016708,-6.444904196559134,-7.505766657465867,-7.42723467231288,-7.3203327996331895,-8.097501087857282,-6.636737765436291,-6.892569670829196,-6.300921189315202,-6.106551853995058,-6.573001230774529,-7.778002916861103,-7.672886571339674,-6.309617371078129,-5.942119726997597,-7.127233002385413,-6.839505541476668,-5.851729728389547,-7.175233013663192,-7.552757065685833,-7.31663328509357,-6.64082196577299,0.0,0.0,3160.321378475067,0.9235291850396323
1,-7.632562868637967,-7.811991971236426,-6.8077406591261225,-6.5108817494804825,-6.5369456686975465,-7.427211539372653,-5.793115993299519,-6.739366661882575,-6.184352637406843,-6.567839991403991,-6.958937341705452,-7.471313081382619,-7.467571386453708,-6.6451131931480205,-7.492517910205147,-6.5948988371116855,-6.736345473061756,-7.687735676155599,-7.589486140618042,-6.354456810181594,-6.719978253243668,-6.2477389084355135,-6.396859784006022,-7.384932524165492,-6.235812833820926,-7.167486337763812,-6.226053430344452,-8.250780939106168,-7.437382976528844,-6.536956325414354,-7.432740835847295,-7.454489313927267,-7.6151932825856825,-7.7884791701703815,-6.1790477573915314,-6.757105279341035,-6.826741011507176,-6.004722700386138,-6.833488207727659,-7.7292354495705355,-7.46929856674302,-6.574957511832702,-6.033484669134414,-7.190467734074326,-6.787964878065121,-6.3997122536863715,-6.849932062726237,-7.661218934999126,-7.647651066591736,-6.430266783530719,0.0,0.0,3041.211453804273,0.9801407415096512
2,-7.976500430151199,-7.647838717006846,-6.500221031446967,-6.2716455817998655,-6.4869063065797175,-7.90731494614054,-6.415552641639263,-6.9119239738662825,-6.24363372221961,-6.159662870919171,-6.889028509891105,-7.1683044454768705,-7.418367654747361,-6.305433536662506,-7.673643146045512,-6.4559703322892235,-6.72224695137671,-7.860708249432218,-7.467004073534195,-6.1269883904214515,-6.612343902375706,-6.279100987077883,-6.2698121246072684,-7.691760455566138,-6.175937027087818,-7.146412522889881,-5.830395633134237,-7.918285129316365,-7.745265380826463,-6.416937557445129,-7.489458456069659,-7.444612610650085,-7.6892513506250815,-7.610887207256638,-6.277097816242526,-6.794379957820204,-6.611571291785456,-6.18100458821578,-6.736794032917596,-8.062501345612509,-7.668263651825562,-6.248269320633988,-6.213740533066755,-7.237422446024634,-6.523050724927514,-6.357038401786911,-6.784585496105687,-7.862516700211205,-7.228770234614982,-6.5210321792937105,0.0,0.0,3248.443495785849,0.8737254884889613
3,-8.060671461903516,-7.552015432707531,-6.8556661631422,-6.368703660698634,-6.465138280288834,-7.75385929515023,-5.892693205926214,-6.3781955976478235,-6.298214471261735,-6.124961277569357,-6.99011581584787,-7.34839995246548,-7.363101705449914,-6.257074913138207,-7.752403051723158,-6.19997747022228,-6.4021562897857995,-7.800577209396482,-6.974996963057388,-6.376106171907259,-6.389535831917634,-6.233849794077838,-6.177156249421089,-7.58757097573087,-6.126881729548134,-7.116483626543497,-6.174503978103457,-8.021615080105926,-7.476442124951605,-6.940924654503561,-7.440739706317222,-7.364045705055461,-7.45930629056652,-7.768211657559567,-6.340649351121097,-7.019938745513224,-6.692715870967488,-5.9452927418230646,-7.346791695233158,-7.983808251524572,-7.891690807387453,-6.657416873965341,-5.9037934870276025,-7.370110252764153,-6.607955054596374,-6.6728108182791335,-7.240502552046426,-7.746834120482271,-7.699523039841303,-6.484567687164458,0.0,0.0,3232.224504311778,0.9218462700477297
4,-8.007597812000695,-7.433514756672983,-6.737725448689442,-6.24438621029194,-6.649862249356425,-7.883046245344929,-6.0833378487422065,-6.8630725542945665,-6.468433980246783,-6.236988069655739,-6.8862573061491155,-7.194084518312939,-7.528752090351526,-6.378817553769516,-7.594763509687586,-6.537227962420419,-6.506405429428058,-7.775264967521493,-6.979545130600433,-6.180151466896407,-6.533041508311418,-6.273685027964331,-6.113192300628105,-7.916641874489627,-6.085373172889991,-7.280645558895409,-6.411067898726252,-7.763054559576179,-7.656404089006456,-6.309173459115158,-7.431227323590765,-7.365189986834932,-7.777907586498019,-7.802902927524463,-6.308602679313242,-7.067468682601754,-7.089175117126583,-6.014776675149413,-6.925828827431167,-7.714208192647479,-7.848527336086121,-6.554039517874058,-5.929841012814312,-7.55179155157675,-6.503011831899917,-6.112037482514137,-6.704523010880342,-7.5643855066155075,-7.263868017813531,-6.671748464253278,0.0,0.0,3178.2950624486894,0.9311972903372256
5,-8.218204437776048,-7.599939631186893,-6.929713225068382,-6.274561090396048,-6.554328689431832,-7.398354021364837,-6.266085000788206,-6.714200715430366,-6.364472362377061,-6.313330324650995,-6.715752085986417,-7.35390098088548,-7.327820149771141,-6.704245764428961,-7.544378632230133,-6.096908081285552,-6.655048252196387,-7.742084016423227,-7.306882590059563,-6.304508737199904,-6.403795368296968,-6.28937386897504,-6.3595858376573275,-7.4637860302904295,-6.372011770610466,-7.537198628250614,-6.311079375394338,-7.794016870587119,-7.403104983538242,-6.660121597784944,-7.179649535434141,-7.533255718481909,-7.594538940034582,-7.789875083159934,-6.48949883272963,-6.7068123863905535,-6.605642383527443,-5.928729031372397,-6.694879693816747,-7.679371781174024,-7.430468592617608,-6.310962000372281,-6.19154692161713,-7.1400788350765385,-6.576164311915773,-6.279123534939994,-6.909337307451301,-7.557837636109727,-7.56620888008915,-6.694477166938683,0.0,0.0,3260.6639686297535,0.8240557684771462
6,-8.144475863167667,-7.349674735778829,-6.654335986822696,-6.549615128134423,-6.413110017773222,-7.6665235219101895,-6.169267379172788,-6.6468338357387236,-6.149891174520915,-6.401432083843119,-6.690831304046995,-7.5921864811338935,-7.799135218759363,-6.6945642735189805,-7.865690137785595,-6.618515439349165,-6.5814327820104825,-7.905269102079464,-7.2989290007339385,-6.388406832064544,-6.770203027737716,-6.061858626066185,-6.059935884655552,-7.567616749085123,-6.126484084970029,-6.958989921566227,-5.908698492504362,-7.532188393343808,-7.44416523491242,-6.7860539804972975,-7.265587227851253,-7.5198201298002285,-7.4051349503821395,-7.86005827681824,-6.238816802751743,-6.823829722360176,-6.66839693558415,-6.160746698640994,-6.847807142383324,-7.90723966888509,-7.368256693635492,-6.422785717378102,-6.129843916332517,-7.170408544123584,-6.723122046602745,-6.287060816011224,-6.899070011398156,-7.814420972511954,-7.543192290695405,-6.566438274369685,0.0,0.0,3290.263270670622,0.8454986874346665
7,-7.80826422587001,-7.307371136906046,-6.701080346458728,-6.498036479420778,-6.534386116436508,-7.224854300612261,-6.071656379204007,-6.720761728797567,-6.357226598607312,-6.1256978021988395,-7.038065715637564,-7.1723514102537145,-7.6615934867522375,-6.481414483245486,-7.848756332799985,-6.507607555511598,-6.49284189604928,-7.890609123226801,-7.2593368605120885,-6.262631075283985,-6.482224854326969,-6.212553581386409,-6.517184342461933,-8.046544024446044,-6.110569372821334,-7.283407075696295,-6.284651215072524,-7.773752335405252,-7.321963978948274,-6.594765203522413,-7.6103532409661385,-7.520858910490309,-7.545899709987608,-7.825116565334368,-6.438120716211922,-7.042398563099464,-6.8037521600779325,-6.141164698750185,-6.839340281806524,-7.896770250576799,-7.7265859556832694,-6.239501388904875,-6.022142463226913,-7.303863799607591,-6.521714145354008,-6.381696623978047,-7.004367303621013,-7.8324722346960804,-7.3905694371566835,-6.49553657326403,0.0,0.0,3346.885267268325,0.8482898427795363
8,-7.735192226608272,-7.3702095018505265,-6.4370355680554,-6.419375219657622,-6.852978117300373,-7.361751792353501,-5.79450929900745,-6.790188293993013,-6.125433252469313,-6.407812123413844,-6.889387522818198,-7.082361157706316,-7.219404254806165,-6.95688688070689,-7.486971421831541,-6.459020899691314,-6.715422822345823,-7.785339669004568,-7.041686465808997,-6.296325625460735,-6.822799764703325,-6.005286448330114,-6.3169905744086785,-7.613609189459744,-6.0649496798027345,-7.21502758189898,-6.241012028840748,-7.8694102372224775,-7.301451903326991,-6.487148913421161,-7.5745786164131665,-7.581801396838634,-7.665395013990164,-7.8250302155722835,-6.59255090818857,-6.681136651398685,-6.905495565588957,-6.1932321414459,-6.602726344844817,-7.6486549152161665,-7.929025721061514,-6.5911579668245155,-6.216789010504234,-7.355453439169089,-6.539471036056299,-6.01712221861053,-6.8606601831178144,-7.641781188831518,-7.407601821883879,-6.686732542685338,0.0,0.0,3175.3107713152394,0.8810239127364947
9,-7.99937024052938,-7.379468487512617,-6.565009385673649,-6.629076238416662,-6.926039475672886,-7.639148731002567,-6.129092732518503,-6.951221568153769,-6.094188578332894,-6.498735215855216,-6.767926448248606,-7.272514646984387,-7.717547679656293,-6.546412661285674,-8.116246788056062,-6.67041504167784,-6.701999253590899,-7.99802912513233,-7.399437418553889,-6.387561202963006,-6.6516020224954575,-5.979016581148512,-6.101702560463945,-7.5256600369475315,-6.370123049974529,-7.5763818189846095,-6.092251122393383,-7.569547167643962,-7.569095594845367,-6.666738576412512,-7.258219232163359,-7.27689318198452,-7.574531346501075,-7.810536702853801,-6.237094385368507,-6.746498338118175,-6.922554595458004,-6.0871501592264465,-6.6947567953814895,-7.9759395068331225,-7.707802441391726,-6.357423881133295,-6.140680195845769,-7.1402508904346895,-6.562270622732955,-6.097355722988531,-7.000882543189054,-7.8085015320101245,-7.528464143180678,-6.659443986421231,0.0,0.0,3202.572130944355,0.9594104839460676
